CifId,GroundTruth,Predicted,Error
LAZHUR_clean,420.2024,403.8603,16.342102
DAXKOE_charged,302.66928,319.00763,16.338348
NEVJEF_clean,336.5764,320.24158,16.334808
HICVUM_clean,424.31268,407.9806,16.332092
SALXEL_clean,350.94452,334.61404,16.330475
LIHSIF_clean,385.51022,369.2591,16.25113
SOCWOX_clean,381.96927,398.21317,16.243896
XEGJOK_clean,353.52283,337.29526,16.22757
BINROH_clean,281.99808,265.78046,16.21762
JUYROM_clean,307.071,290.85776,16.213257
KOZSOJ_clean,528.11945,511.91785,16.2016
GAJZEY_clean,348.79126,332.59372,16.19754
HICZAW_clean,441.02084,424.83688,16.18396
FORPUY_clean,436.60968,420.51633,16.093353
MUZGAQ_clean,305.68402,321.7611,16.077087
CUTBEA_clean,381.7615,397.8384,16.076904
YAJXUF_clean,413.3176,397.24677,16.070831
WEHHIC_clean,432.69513,416.6395,16.055634
AXUHIL_clean,317.55652,333.5936,16.037079
YONNAR_clean,443.38885,427.3838,16.005066
COWMIL_clean,419.43094,435.42963,15.998688
YUYGOQ_clean,368.0362,384.03253,15.996338
FEDBEX_clean,426.1939,442.18076,15.986847
PEWGEF_clean,225.56947,241.54182,15.972351
RIWMUH_clean,336.12195,320.20547,15.916473
YARZEZ02_clean,315.986,331.88992,15.903931
YUBQET_clean,376.2048,360.31442,15.890381
HUFKUQ_clean,364.63635,348.76205,15.874298
IGUCIY_clean,265.67517,281.51642,15.841248
GAXKOH_clean,347.8357,332.02234,15.8133545
QOSJEP_clean,297.23022,281.4695,15.760712
TIQGIK_clean,250.32764,266.07214,15.744507
MALWUU_clean,346.96317,331.21933,15.743835
EBAVIP_clean,379.67456,395.38635,15.711792
BETFAJ_clean,506.1823,521.8729,15.690613
EHAGAX_clean,412.20505,427.86584,15.660797
ESASAU_clean,364.49146,348.845,15.646454
APAYOH_clean,555.4154,539.76904,15.646362
REVYUO_clean,320.08057,335.71964,15.639069
BENZOL_clean,312.27872,327.9153,15.636597
MUWQEB_clean,207.28986,222.81834,15.528488
YUZXAT_clean,375.56662,391.09283,15.526215
FAQLUH_clean,539.0615,523.54047,15.521057
VAPBIZ_clean,227.26627,242.77515,15.508881
RUFMUA01_clean,567.0927,551.61444,15.4782715
ILIQIF_clean,349.6244,334.14648,15.477905
EBAVAH_auto,299.91656,315.36285,15.446289
HOBGIP_clean,351.54742,336.1177,15.429718
PEPBAO_clean,433.9377,418.53317,15.404541
FAGVUH_clean,304.96262,320.34808,15.385468
AQALIO_clean,357.26782,341.9572,15.310608
PIDMEV_clean,414.82065,399.5116,15.3090515
ELERIX_clean,332.41415,347.6915,15.277344
AWAJIT_clean,367.55713,352.29364,15.263489
QUSCAJ_clean,383.26126,367.9987,15.262573
POHMAC_clean,484.0708,468.8153,15.255493
JOLYEQ_clean,475.91602,491.16486,15.24884
RAYFEE_clean,275.18594,290.43127,15.245331
FORQAF_clean,424.25702,409.02292,15.2341
HUVHOX_clean,334.9824,319.8295,15.152893
UCAXEC_clean,225.79727,240.89508,15.097809
NUFBOH_clean,387.17062,402.26614,15.09552
BAPDAA_clean,382.4098,367.3357,15.074097
HURFEH_clean,357.50912,372.55847,15.049347
UCEXAC_clean,401.99512,386.98376,15.011353
NUCBIY_clean,391.3318,376.32553,15.006256
HEKTAU_clean,335.99698,350.9688,14.971832
QOMSES_clean,291.96548,277.01593,14.949554
YAZYIJ_clean,327.5122,342.44638,14.934174
HOWPOZ_clean,359.12695,344.2047,14.922241
HOMXIR_manual,427.35733,412.46567,14.891663
NOHLAZ_clean,446.30524,431.41782,14.887421
FEFVES_clean,284.26712,299.12576,14.858643
VAPBEV_clean,227.26627,242.11009,14.843826
MASZUD_clean,292.22083,307.03296,14.812134
EKOPEA_clean,397.5309,382.73343,14.797485
LUFNAC01_clean,392.769,377.99045,14.778564
XOJWOJ_clean,347.152,361.92117,14.769165
SEYFAE_clean,308.19894,322.94742,14.748474
ROMQER_clean,405.11072,390.39508,14.715637
XOGXAU_clean,370.86322,385.56607,14.70285
JUGQIN_clean,413.34982,398.70844,14.641388
HIDCUU_clean,454.88733,440.24652,14.640808
YIXZEM_clean,316.2868,330.89105,14.604248
EXALAR_clean,317.19803,331.764,14.565979
OKIVUA_clean,328.44272,342.94247,14.499756
POVZUX_clean,268.38022,253.89642,14.483795
KOKKOL_clean,410.83664,425.31787,14.481232
MOYNIY_clean,391.3538,376.8802,14.473602
XOJCUV_clean,379.7555,365.35773,14.397766
HOZTOG_clean,336.97397,351.3699,14.395935
NATHOH_ion_b,552.35223,566.7223,14.370056
FALQIU_clean,303.26804,317.61996,14.351929
GAJZAU_clean,312.0004,326.33667,14.336273
OXOLAP_SL,379.47595,393.81146,14.33551
TAKGUK_clean,361.95847,347.627,14.331451
OYERUH_clean,360.75995,375.09055,14.330597
MUJRIT_clean,258.90335,273.20285,14.2994995
TETZID_clean,302.18494,316.48288,14.297943
FORPIM_clean,429.7406,415.46057,14.280029
BUXZAX_clean,427.94742,442.21906,14.271637
PUNCIL_clean,357.40808,343.14355,14.264526
HUNFON_clean,389.85706,375.6032,14.253845
VEDGIW_clean,400.69235,414.92145,14.229095
AFUKIX_clean,370.30402,384.50497,14.200958
ISIMAZ_clean,346.69125,360.89096,14.199707
NIMWUD_clean,381.3969,395.59152,14.194611
MAHCOQ_clean,372.4364,386.60437,14.167969
FOBNAN_clean,207.43307,221.57259,14.139511
YOYPIN_clean,377.53262,391.63666,14.104034
QAVBUL_clean,417.90457,432.00845,14.103882
VUKTAY_clean,452.4207,438.34848,14.072205
DUGBAJ_clean,415.7711,401.69897,14.072113
ZIJVOF01_clean,287.45312,301.51492,14.061798
ERUNOW_clean,374.06116,388.113,14.051849
UMOKIS_clean,333.79865,347.82852,14.029877
WOBHOM_clean,360.12347,374.1373,14.013824
DOPHUN_clean,212.20985,226.22113,14.011276
QEFNAQ_clean,260.39337,274.3467,13.953339
DOHNUL_clean,308.88113,322.83173,13.950592
OMITUB_clean,301.63596,287.74988,13.886078
GITTUZ_clean,377.1167,390.99323,13.876526
EHODOV_SL,413.07938,399.23105,13.848328
KULZEY_clean,377.31757,391.14084,13.823273
YARKEJ_clean,333.33334,347.11115,13.7778015
BEYSEF_clean,289.5382,303.27478,13.736572
MAXHAW_clean,424.90927,411.2075,13.701782
LUFNAC_clean,392.769,379.07608,13.692932
KAYBUJ_clean,530.0372,543.7166,13.679443
MOLRIP_clean,425.30652,411.6554,13.651123
VEDGAO_clean,400.69235,414.34222,13.649872
MIFTUS_clean,328.7869,342.40366,13.61676
HAZGOF07_clean_h,539.09485,525.5243,13.570557
YITHOA01_clean,290.67767,304.24576,13.568085
TAKHEV_clean,352.34207,338.79935,13.542725
KOTSIX_clean,378.1811,364.70297,13.478119
DEYJOI_clean,311.63602,325.10376,13.467743
TECVEE_clean,567.0927,553.65485,13.437866
ABAYIO_clean,440.43274,427.01718,13.415558
XOVVIO_clean,366.72787,380.13147,13.403595
LUFNAC03_clean,392.769,379.3835,13.385498
BETHEP_clean,304.9769,291.62634,13.350555
UGEPEB01_clean,243.11829,229.76935,13.348938
CETHEQ_clean,219.5293,232.85541,13.326111
BOHJOZ_auto,326.0291,339.3133,13.28418
BIBXOB_clean,311.42383,298.1803,13.24353
ESARAT_clean,381.95895,368.72162,13.237335
FOFHAK_clean,370.03732,383.26608,13.22876
NOFHOG_clean,302.7027,315.9259,13.223206
DIVPUU_clean,361.31247,374.50137,13.188904
HOCDIO_clean,283.53333,296.68787,13.154541
WECFAN_clean,248.97516,262.1161,13.14093
PODKUQ_clean,248.90453,262.03107,13.126541
GUPNUC_clean,134.34164,147.46729,13.125641
WOPHIU_clean,325.2535,338.3725,13.118988
GAFRUD_clean,278.78134,291.89288,13.111542
ACAJIZ_clean,258.32385,271.42627,13.102417
REGMOH_clean,326.89548,313.80334,13.092133
YOYQOU_clean,394.00732,380.95474,13.052582
MUFYAP_clean,448.19348,435.16272,13.030762
VEDFUH_clean,400.69235,413.72214,13.029785
GEGSIW_clean,356.65656,369.6849,13.028351
HUCWOT_clean,538.7276,551.7059,12.9782715
EWUKAK_clean,404.0667,391.1243,12.942413
FUTZOK_clean,411.5489,398.6381,12.910797
QUNWAZ_clean,432.527,419.6303,12.896698
HIWXER01_SL,408.6829,395.80502,12.877869
OBIBEJ_clean,346.69254,359.54004,12.847504
FULQUZ_clean,449.50156,436.65515,12.846405
TONMEQ_clean,312.30908,325.15195,12.842865
BAXLOD_clean,309.86926,297.1449,12.724365
PAPVEJ_clean,314.10956,301.3873,12.7222595
KOSJUZ_clean,237.72719,250.42307,12.695877
ODIMAQ_clean,369.03958,356.373,12.666595
RUGJIO_clean,331.85406,319.1956,12.658478
FUNCEX_clean,410.21378,397.57938,12.634399
MOYYIJ_clean,268.9867,281.60995,12.6232605
GUPNUC01_clean,134.34164,146.95076,12.609116
NAWHOL_clean,369.36987,356.76593,12.603943
IGUTEK_clean,404.6563,392.07123,12.585083
QITYOI_clean,360.4123,347.8502,12.562103
BAZFUF01_clean,268.10638,255.55484,12.551544
SOJSUH_clean,197.2445,209.77357,12.529068
OQETEK_clean,579.2995,566.80786,12.491638
MAHCIK_clean,406.48477,393.99396,12.490814
FIJDIM01_clean,255.81325,243.32953,12.483719
VAGBOX_clean,351.44208,338.9933,12.4487915
HUZLIY_clean,533.5481,521.157,12.391113
ETECOX_clean,281.2489,268.8649,12.384003
SIVQAR_clean,335.24548,322.87085,12.374634
QOFDIA05_clean,423.3343,411.01474,12.31955
NUHQOY_clean,485.99417,473.72552,12.268646
OVIZOJ_clean,366.98825,354.7397,12.248566
XOCWET_clean,437.38416,425.17865,12.205505
CUNFOH01_clean,346.86188,334.6642,12.197662
KADLOT_clean,276.2421,288.43408,12.191986
AMUFEV_clean,364.54385,376.7159,12.172058
QODQEH_clean,423.3343,411.16223,12.172058
KOSLUB_clean,352.33298,364.5041,12.171112
UXIQOJ_clean,423.7562,411.59332,12.162872
BUKRUW03_clean,364.0628,376.2221,12.159302
MURBEI_clean,397.00018,384.89328,12.106903
HUCXIO_clean,534.2114,522.126,12.085449
UVINAP_clean,280.47375,268.42838,12.04538
FIJDIM04_clean,255.81325,243.77527,12.037979
OPOZEZ_clean,323.71024,335.74097,12.030731
WECBAJ_clean,290.96225,302.9865,12.024261
XIVMEW_clean,436.05463,424.03644,12.018188
OTUDEO_clean,333.79343,345.7908,11.9973755
ILIMOH_clean,448.73764,436.752,11.985626
IQOJAB_clean,376.99625,388.9749,11.978668
LEGGIO_clean,378.71136,366.74405,11.967316
OGECOU_clean,340.18674,352.15048,11.963745
BAKLIK_clean,250.09187,238.13428,11.957596
BEXSEE_clean,352.02017,363.96692,11.946747
LEYREO_clean,441.83798,430.01532,11.822662
QOFDIA01_clean,423.3343,411.54272,11.791565
PIZSAU_clean,259.57184,247.79668,11.775162
QODSUZ_clean,423.3343,411.5715,11.762787
LUFNEG_clean,392.769,381.01453,11.754486
VAGTUU_clean,363.9286,375.66888,11.740295
TETWEW_clean,305.55466,293.8243,11.730347
GULWIU_clean,264.09082,275.8136,11.722778
KOSLAH_clean,237.72719,249.43616,11.708969
KOLYUH_clean,360.83917,372.53384,11.694672
BAZGEQ_clean,263.472,275.15356,11.68158
ORANAY_clean,486.85553,475.1915,11.664032
QOFDIA_clean,423.3343,411.67804,11.65625
OTODOS_clean,232.6265,244.27516,11.648666
QOFDIA07_clean,423.3343,411.69122,11.643066
TONLOY_clean,263.694,275.30795,11.613953
QOFDIA06_clean,423.3343,411.72736,11.606934
BEPRIZ_clean,379.0246,390.62164,11.597046
KUMGOQ_clean,384.696,373.1023,11.5937195
NAHNES_clean,303.1814,314.76254,11.581146
YUDFEK_clean,363.44473,351.86542,11.579315
ISIYUF01_clean,303.24036,314.81958,11.579224
XILLIP_clean,357.81143,346.25055,11.560883
XUMVOS_clean,512.5456,524.1055,11.559937
CAVRAU_clean,389.2614,400.81796,11.556549
OBUREL_clean,296.4611,284.91687,11.54422
UTEXIB_clean,433.873,422.32938,11.54361
JUJZIZ_clean,339.00882,327.49164,11.517181
ASIRUR_clean,377.451,388.96,11.509003
SETQAL_clean,312.1157,300.62476,11.490936
BEPROF_clean,429.72372,418.31772,11.406006
SADMIV_clean,312.19595,300.79608,11.399872
SAHXAD_clean,362.82016,351.42114,11.399017
NATFAS_clean,371.6015,382.98914,11.387634
RESSAK_clean,271.71356,283.0969,11.383331
VEZMOE_clean,353.3498,364.71124,11.36145
HASNIB_clean,368.48532,379.84262,11.3573
NABMUA_clean,451.60565,440.25128,11.35437
MIFSUR_clean,317.89905,329.24994,11.350891
DUKYOZ_clean,567.2038,578.51306,11.309265
AVIMOI_clean,425.18192,413.88818,11.293732
OHAZAZ_clean,298.8389,310.1148,11.275909
ZEDLOL_clean,337.19678,348.47055,11.273773
RUWZUG_clean,247.82947,236.56366,11.265808
XOXMED_clean,399.42108,388.16974,11.251343
XUCSAR01_clean,407.39798,396.14917,11.24881
XANKOO_clean,398.7856,410.0211,11.235474
NUDMUW_clean,508.24347,497.0119,11.231567
LACJAC_clean,389.60236,378.37772,11.22464
QOFDIA02_clean,423.3343,412.174,11.160278
PURNEX_clean,311.02087,299.86072,11.160156
FIJDIM07_clean,255.81325,244.67572,11.137527
POWBIO_clean,238.5989,249.72682,11.127914
YIZGOF_clean,360.95953,372.0695,11.109955
YOYBUL_clean,356.95172,345.85556,11.096161
REWNEO01_clean,276.76523,265.718,11.047241
PELXIP_clean,343.12708,354.17166,11.044586
EPAVAU_clean,357.9618,346.91913,11.042664
PORVID_clean,283.92596,272.8989,11.027069
XUWTAK_clean,306.38513,317.36603,10.980896
XEGJUQ_clean,351.2412,340.26498,10.976227
BASTEW_clean,241.68771,252.66006,10.972351
XIVMEW01_clean,436.05463,425.08826,10.96637
QOFDEW_clean,423.3343,412.37015,10.964142
QOFBIY_clean,423.3343,412.37967,10.95462
KOJTOU_clean,378.9824,368.06348,10.918915
AFOQUI_clean,373.36157,384.28036,10.918793
QADWEY_clean,322.5037,311.61868,10.88501
FIJDIM08_clean,255.81325,244.95284,10.860413
PUYHOI_clean,115.08644,104.2276,10.858841
KEBFII_clean,268.10254,278.95837,10.855835
MOFLAV_clean,313.41916,302.56433,10.854828
QOFDIA03_clean,423.3343,412.48648,10.847809
JUPBUT_clean,377.94992,367.10294,10.846985
HOQMUX_clean,517.3362,506.4994,10.836792
AVIMUO_clean,426.59735,437.4281,10.8307495
HOWPEQ_clean,297.20804,308.02924,10.8211975
LAVTUZ_clean,474.38467,463.5636,10.821075
FIJDIM09_clean,255.81325,245.00104,10.81221
XADDOX_clean,423.81534,413.0156,10.799744
EKETUL_clean,312.9754,302.18042,10.794983
RUPTED_clean,337.02948,326.25235,10.77713
URENEM_clean,369.93063,359.15927,10.771362
VOCKUT_clean,353.8062,364.5415,10.735291
EQERAU_clean,510.0129,499.31317,10.699738
VEMMEG_clean,160.37111,171.05821,10.687103
YAJXIT_clean,360.89743,371.5617,10.664276
ADUWIH_clean,424.8483,414.19217,10.656128
NIVZOJ_clean,306.43906,317.09253,10.653473
USOXEH_clean,411.66666,401.03433,10.632324
KIYXUN_clean,277.4091,266.79785,10.611237
QOFCOF_clean,423.3343,412.79257,10.541718
UKUBIM_clean,334.81378,345.33575,10.521973
SETRAM_clean,329.07388,318.55524,10.518646
PIZQUM_clean,259.57184,249.05377,10.518066
LIBQIY_clean,432.3888,421.92938,10.459412
OCUQUZ_clean,361.89026,351.4539,10.436371
HUVHIR_clean,313.11954,323.53378,10.414246
KADLUZ_clean,265.22922,275.62555,10.396332
QUPHUF_clean,379.37106,389.7535,10.382446
EWUSUL_clean,247.12994,257.51025,10.38031
OKIPUU_clean,362.0247,372.39578,10.371094
CUTBOK_clean,363.02655,373.3432,10.31665
NADKEK_clean,272.55872,282.85092,10.292206
QUDJOP_clean,373.51398,363.2464,10.267578
GIYSUD_clean,290.41968,300.687,10.267334
RESWOC_clean,379.45398,389.69366,10.239685
DIVMUR_clean,342.14124,352.36923,10.227997
DAWWEF_clean,396.64938,386.44742,10.201965
SABXEB_clean,380.68402,370.48398,10.200043
ZUDXAZ_clean,249.42209,259.6218,10.199707
CAXTEC_clean,292.95337,303.12747,10.174103
INIXOT_clean,392.5221,382.37604,10.146057
HOXSAQ_clean,380.4057,390.54352,10.137817
VEHLEA01_clean,320.7808,310.66705,10.113739
VUNXUY_clean,271.73663,281.84875,10.112122
QOFBIY01_clean,423.3343,413.2337,10.100586
CUKXAJ_clean,321.8032,331.8998,10.096619
OYERIV_clean,351.91757,362.00024,10.082672
UGUHEK_clean,452.07855,442.00696,10.071594
JUSKAL_clean,410.09708,420.12308,10.026001
ENIHUG_clean,280.8344,290.84546,10.011047
KEGYAX_clean,233.09818,243.1029,10.00473
PUMNOB_clean,166.0817,176.05902,9.977325
CUGVUW_clean,336.05136,346.0163,9.964935
KOHKIC_clean,412.1188,422.07477,9.955963
QOFCEV_clean,423.3343,413.39996,9.934326
QOFCAR_clean,423.3343,413.42676,9.907532
ROLCEC16_clean,130.0073,120.11206,9.895233
MAKGAJ_clean,475.8013,485.67145,9.870148
CETGOY_clean,334.2481,324.3996,9.848511
MIFNUM_clean,331.25876,321.41187,9.846893
XUNSIK_clean,428.7703,418.9297,9.840607
IBABUL_clean,353.6201,343.78323,9.836853
HUZSUR_clean,389.14572,398.94742,9.801697
SABYIG_clean,374.3963,384.17734,9.781036
REYJEM_clean,416.70273,406.93246,9.770264
VAGBEN_clean,307.00064,316.76978,9.7691345
HEGNUD_clean,331.7787,322.01028,9.768402
ASACON_clean,364.5567,374.3067,9.75
FURREQ_clean,184.77708,194.52147,9.744385
TAKTOR_clean,404.5224,394.79004,9.732361
LUKRUE_clean_h,338.2186,328.4866,9.731995
XENKIM_clean,421.26257,411.5882,9.674377
HICZEA_clean,459.35675,469.01163,9.654877
MAKXAZ_clean,405.46198,395.80884,9.653137
BOPHIZ_clean,344.38995,354.03757,9.647614
ALUKIC_clean,496.19662,486.5769,9.61972
NOHKIG_clean,417.89725,408.29456,9.602692
OKILUR_clean,366.60938,357.01923,9.590149
XUNRUV_clean,423.97794,433.54755,9.569611
SARNOQ_clean,232.77554,242.34204,9.566498
RAVFIF_clean,410.8869,401.3459,9.541016
XAFFAN_clean,381.92477,391.45105,9.526276
QOFBIY02_clean,423.3343,413.80804,9.526245
DOQRUY_clean,377.77924,368.3123,9.466949
DEYJIC_clean,356.17947,346.71976,9.459717
TAZLOX_clean,379.28842,369.83765,9.450775
BIXYEO_clean,304.1873,313.62326,9.435974
PARFOF_clean_h,396.08923,405.47894,9.389709
AVUPIR_SL,293.66882,284.35367,9.315155
NAQQED_clean,598.8877,589.6416,9.246094
LUFNAC05_clean,392.769,383.52405,9.244965
TIVFIO_clean,250.32764,259.54987,9.222229
HIFGIO_SL,415.93192,406.70996,9.221954
CUVXAT_clean,410.05713,400.8662,9.190918
FAVHES_clean,352.22714,361.39087,9.163727
KEFBII_clean,403.87292,394.715,9.157928
APAZIC_clean,564.19666,555.0489,9.147766
YARBAW_clean,304.7898,313.8953,9.105499
WAPSUE_clean,598.95935,589.8632,9.09613
LAWHOJ_clean,354.31125,363.39157,9.080322
YICDAR_clean,174.13255,165.08282,9.049728
GAYGAQ_clean_h,351.12457,342.09088,9.033691
GADHIF_clean,352.95483,361.98312,9.02829
FATVOM_clean,255.65863,264.6546,8.995972
NUYWEK_clean,338.7802,347.77017,8.98996
OSIXIY_clean,282.96307,291.9339,8.970825
ARAHIM02_clean,303.61844,312.50677,8.888336
RUYNIK_clean,311.44785,320.3306,8.882751
VESBAY_clean,399.2417,390.40192,8.839783
COZMUA_clean,407.74225,416.55054,8.808289
PEYPAM_SL,309.8593,318.6636,8.804291
LUBNAZ_clean,404.45358,395.64944,8.804138
EHAGOL_clean,411.60715,420.4056,8.798462
NIMPEG01_clean,272.33563,281.0868,8.75116
BASTIA_clean,244.76805,236.01784,8.750214
YOTRUW_clean,343.44803,334.70377,8.744263
TEDSIG_clean,371.79962,363.06973,8.729889
KEFWID_clean,360.9346,369.6057,8.671112
MUPYOM_clean,401.10046,409.75244,8.651978
FAPXEC_clean,539.0615,530.4173,8.644226
ZOXNEH_clean,216.6915,225.30397,8.612473
FAVZEJ_clean,254.42253,263.02753,8.604996
OKIQAB_clean,386.7835,378.18713,8.5963745
FECXES_clean,315.2777,323.8558,8.5780945
NEVJOP_clean,302.00095,310.57306,8.572113
IXAKAU_clean,288.0241,296.58353,8.559418
CAWZUX_clean,346.0407,354.5936,8.552887
YUFLOC_clean,403.9025,395.42078,8.48172
XOVYIR_clean,282.9467,274.47662,8.470062
BOPHEV_clean,347.8737,356.33572,8.462036
XUNTIL_clean,414.68753,423.12012,8.432587
GIYSIR_clean,272.97592,281.38705,8.411133
VEGXUC_clean,428.06546,419.65982,8.40564
RUHFIL_clean,155.83693,147.43916,8.397766
SUHBAA_clean,303.84235,312.21414,8.371796
KINQAB_clean,392.1081,400.47208,8.363983
RIXBIK_clean,267.69104,276.0188,8.327759
KIYMIQ_clean,490.82407,482.51013,8.313934
KOJZIT_clean,324.9138,333.22714,8.3133545
ROLCEC13_clean,130.0073,121.780685,8.226608
LIFSEA_clean,304.43982,296.22812,8.2117
XADDUD_clean,430.53064,422.33633,8.194305
NIZNAN_clean,342.52136,350.7156,8.194244
OFUYUL_SL,242.91188,251.08392,8.172043
TAZLIR_clean,370.14487,361.99664,8.148224
ROLCEC15_clean,130.0073,121.86148,8.145813
LIHRIE_clean,386.83444,378.6981,8.136353
KIYQEQ_clean,379.8448,371.7251,8.11969
ROLCEC18_clean,130.0073,121.88805,8.119247
RUWZOA_clean,239.03598,247.15164,8.115662
VEMSUC_clean,399.6151,391.50375,8.111359
GEZYOB_clean,325.45032,333.53577,8.085449
PUGSOB_clean,419.67923,411.63586,8.0433655
VUCTOE_clean,313.59753,321.58728,7.989746
NEXVUI_clean,308.30408,316.25668,7.952606
TUFTAR_clean,352.12582,360.0529,7.927063
CIZLEE_clean,396.24527,388.35526,7.8900146
IJEVEA_clean,388.06134,380.19855,7.862793
XOLGEM_clean,367.7807,375.64035,7.8596497
CAXZUY_clean,382.2157,374.36258,7.853119
BEXRUT_clean,352.09943,359.8552,7.755768
TETZEZ_clean,356.9896,364.709,7.7194214
QIWGOU_clean,360.0736,367.77643,7.70282
OJIDAN_clean,519.5167,527.2151,7.6983643
AMILOY_clean,385.08197,392.75458,7.6726074
ITIPOS_clean,225.54405,233.13312,7.5890656
MAKFIQ_clean,466.08676,458.51443,7.5723267
QEVKOS_clean,311.57275,319.13696,7.564209
DOPHOH_clean,225.80843,233.35928,7.5508575
MOLKAB_clean,349.35095,356.90128,7.5503235
UWOWAF_clean,358.46234,366.0081,7.545746
FEGNIQ_clean,357.98132,350.43915,7.5421753
IBICIH_clean,257.00223,264.50208,7.4998474
LIPQOR_clean,264.73544,272.208,7.4725647
POHLOP_clean,451.0,443.5869,7.413086
NIWZIE17_clean,401.60135,394.20804,7.3933105
OWIKAI_clean,303.61844,311.0107,7.392273
TEQVAO_manual,423.9162,431.30103,7.3848267
OGIKAR_clean,315.9818,323.34894,7.3671265
XICYIT_SL,379.59418,386.96008,7.365906
EBOJOV_clean,506.26282,498.89935,7.3634644
YAZZEG_clean,263.75983,271.1143,7.3544617
HEGPAL_clean,316.27786,308.95267,7.3251953
IMAGAG_clean,319.24585,326.57065,7.3247986
NIWZIE15_clean,401.60135,394.30823,7.2931213
NIWZIE14_clean,401.60135,394.31793,7.2834167
WOCGIG_clean,307.8013,315.05646,7.2551575
NIWZIE13_clean,401.60135,394.359,7.24234
EDOMAM_clean,287.09933,279.86523,7.2341003
KAYCIY_clean,412.7477,419.98117,7.2334595
LUYSOP_clean,322.16098,314.9696,7.1913757
BUPVEP_clean,260.81638,267.95505,7.138672
WIDWOX_clean,242.81555,235.67899,7.136566
RUBDUP_clean,368.61102,361.4764,7.134613
BOVHEB_clean,364.55136,357.42517,7.12619
TIKMEH_clean,323.15195,330.22528,7.0733337
ECIWOC_clean,369.5707,362.56665,7.004059
HASNOH_clean,384.0059,390.9737,6.967804
ZEDQOQ_clean,421.08514,428.01343,6.9282837
WAXJAJ_clean,389.8732,382.95444,6.918762
WUWQEL_clean,337.38354,344.2823,6.8987427
TIVFAG_clean,250.32764,257.2256,6.897949
ZEDZAL01_clean,560.0041,566.8971,6.8930054
ZIWMEZ_clean,315.4646,322.30658,6.84198
XIHXET_clean,391.68924,398.52423,6.8349915
MOFKUO_clean,328.75842,335.53973,6.781311
PEWKOT_clean,281.8118,288.58722,6.775421
PERSEM_clean,347.43228,354.18393,6.751648
IXUQUO_clean,344.25482,337.5756,6.6792297
YAPYUK_clean,349.93222,356.5903,6.658081
DOZKIO_clean,334.33725,340.9883,6.651062
QULMIU_clean,425.9346,432.5765,6.6419067
GOVWOF_clean,309.7088,303.14145,6.5673523
CABQEB_clean,330.28433,336.84824,6.563904
DUKNII_clean,386.4953,379.9471,6.5481873
JALLOA_clean,280.56372,274.02557,6.538147
HOXKIP_clean,454.67532,448.15253,6.5227966
IXURID_clean,346.8714,340.35065,6.520752
FIRNAX_clean,330.6818,337.19473,6.5129395
BASSOF_clean,258.49954,251.98892,6.51062
XASPEP_clean,368.9775,375.44827,6.470764
HUXHEP01_clean,366.47546,360.02805,6.447418
LUKREO_clean,311.41623,317.845,6.428772
QUQHAM_clean,295.61667,302.0418,6.4251404
SABWUQ_clean,362.82016,369.22095,6.4007874
XIWYEH_clean,425.86935,432.2243,6.35495
QODHUO13_clean,417.39923,411.05835,6.3408813
LAZJAZ_SL,388.63635,382.29553,6.3408203
OHAKEO_clean,363.99673,357.69415,6.302582
WOVDES_clean,335.0553,341.3502,6.2948914
SEYDUW_clean,301.50122,307.78876,6.2875366
DEZKEA_clean,397.02673,390.73975,6.2869873
YERJEL_clean,386.14554,392.4287,6.2831726
UKEXEP_clean,358.40686,352.15756,6.249298
ZASJAG_clean,411.0778,417.27457,6.1967773
SAQQAD_clean,335.2698,341.45834,6.1885376
DUYVEA_clean,262.09552,268.27805,6.1825256
EXOZIB_clean,288.13855,294.2943,6.1557617
QODHUO04_clean,417.39923,411.24924,6.149994
ENISUQ_clean,394.0693,387.9473,6.1220093
ISIKOL_clean,360.4323,366.5406,6.1082764
COPXOV_clean,415.2832,409.18036,6.102844
MAXJOM_clean,294.93088,301.00024,6.0693665
OWIJEL_clean,397.58603,403.64966,6.063629
YIZGIZ_clean,360.95953,367.01013,6.050598
BUSQIQ_clean,287.14908,293.1982,6.0491333
EBIPIQ_clean,288.77176,294.7947,6.022949
DIBJIJ_clean,379.09894,373.0897,6.009247
QOSKAM_clean,301.4807,295.4731,6.007599
EQOXIT_clean,346.8703,340.8775,5.992798
RUGGUX_clean,315.6891,321.63318,5.944092
XOFTIW_clean,337.78912,343.73172,5.9425964
SOMSIY_clean,451.01816,445.08337,5.934784
YUSWIU_clean,404.99973,399.07718,5.9225464
HABKOM_clean,365.20413,359.31396,5.890167
SOYWOT_neutral_b,324.4029,318.53036,5.872528
FIXVUE_clean,139.93651,145.80789,5.8713837
HUTTIA_clean,363.94855,358.09616,5.8523865
UFEXEJ_clean,350.28757,344.44196,5.8456116
LAVTEJ_clean,477.39343,483.2388,5.8453674
WOJZEC_clean,561.6605,555.8208,5.8397217
QODHUO05_clean,417.39923,411.5604,5.8388367
PUZKOM_clean,298.3398,292.5015,5.838318
KINLAW_clean,372.88565,367.05856,5.8270874
HIYLUY_clean,409.0905,414.89612,5.805603
IJEVIE_clean,364.41006,370.18243,5.7723694
XOVXEM_clean,323.07874,317.30975,5.768982
DAXHUH01_clean,275.6518,281.39832,5.746521
VERZEZ_clean,267.37076,273.10065,5.729889
FARHOX_ion_b,346.72836,341.0097,5.7186584
